Speaker,Topic Thoughts,Sentiment,Labels,Category
Deputy Bríd Smith,"The speaker believes that carbon emissions in the agricultural sector are increasing, primarily due to the growth of the national herd.",Neutral,"Deputy, Member of the Dail Eireann (the lower house of the Irish Parliament), People Before Profit Alliance, Political Party",Political Party
Mr. Damian McDonald,The speaker advocates for a balanced approach to managing emissions while expanding agricultural profitability.,Support,"Director General, Irish Farmers' Association (IFA), Trade Association",Trade Association
Mr. Gerry Loftus,The speaker believes carbon sequestration on permanent grassland is not adequately considered in current statistics.,Neutral,"Mayo Chairperson, Irish Natura and Hill Farmers Association (INHFA), Trade Association",Trade Association
Mr. Gerry Loftus,The speaker believes carbon sequestration on permanent grassland is not adequately considered in current statistics.,Oppose,"Mayo Chairperson, Irish Natura and Hill Farmers Association (INHFA), Trade Association",Trade Association
Mr. Brendan Gleeson,The speaker advocates for utilizing all available sequestration and abatement tools to achieve carbon neutrality in agriculture without compromising food production.,Support,"Secretary General, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Brendan Gleeson,The speaker supports a balanced approach to carbon neutrality in agriculture that maintains sustainable food production while reducing emissions.,Support,"Secretary General, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Senator Máire Devine,"The speaker acknowledges the importance of carbon storage in agriculture and the role of natural carbon sinks like plants and soil, while questioning the effectiveness of coniferous trees compared to broadleaf trees.",Neutral,"Senator, Sinn Féin, Dublin",Political Party
Senator Máire Devine,"The speaker emphasizes the importance of understanding carbon storage in biomass and soil, questioning the effectiveness of different tree types as carbon sinks.",Neutral,"Senator, Sinn Féin, Dublin",Political Party
Senator Máire Devine,"The speaker emphasizes the importance of understanding how different types of trees, including conifers and broadleaf trees, function as carbon sinks and questions the effectiveness of current practices.",Neutral,"Senator, Sinn Féin, Dublin",Political Party
Deputy Eamon Ryan,The speaker believes that Irish agricultural emissions are rising and there are no plans in place to cut them.,Oppose,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport, Green Party, Dublin Bay South",Political Party
Deputy Eamon Ryan,The speaker believes that Irish agricultural emissions are rising and there are no plans in place to cut them.,Oppose,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications, Green Party, Department of Environment, Climate and Communications",Political Party
Deputy Eamon Ryan,"The speaker believes that emissions in Ireland are rising and there are no plans to cut them, indicating a need for significant change.",Oppose,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport, Green Party, Dublin Bay South",Political Party
Deputy Eamon Ryan,"The speaker believes that emissions in Ireland are rising and there are no plans to cut them, indicating a need for significant change.",Oppose,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications, Green Party, Department of Environment, Climate and Communications",Political Party
Deputy Eamon Ryan,Carbon emissions must be reduced to benefit Irish farming.,Support,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications and Minister for Transport, Green Party, Dublin Bay South",Political Party
Deputy Eamon Ryan,Carbon emissions must be reduced to benefit Irish farming.,Support,"Deputy (TD), Leader of the Green Party and Minister for the Environment, Climate and Communications, Green Party, Department of Environment, Climate and Communications",Political Party
Mr. Brendan Gleeson,"Agriculture must contribute positively to national targets, acknowledging its complexities and the need for supportive public policy tools.",Support,"Secretary General, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Brendan Gleeson,The speaker acknowledges the complexity of economic considerations in agriculture but emphasizes the need for agriculture to contribute positively to national targets.,Support,"Secretary General, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Brendan Gleeson,The speaker acknowledges the complexity of economic considerations in agriculture but emphasizes the need for agriculture to positively contribute to national targets.,Support,"Secretary General, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Brendan Gleeson,"The speaker emphasizes the importance of efficiency in abatement efforts, linking economic efficiency to climate efficiency.",Support,"Secretary General, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Deputy Timmy Dooley,The speaker acknowledges the importance of the farming sector's obligations regarding carbon and suggests that policy decisions are necessary to address the associated societal impacts.,Neutral,"Deputy (TD), Fianna Fáil, Clare",Political Party
Mr. Brendan Gleeson,The speaker supports regulation through nitrates control as part of climate change policy.,Support,"Secretary General, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Brendan Gleeson,The speaker supports abatement through improved efficiencies in agriculture to increase production without negatively impacting the climate.,Support,"Secretary General, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Dr. Frank ’Mara,"The speaker acknowledges the importance of efficient transport methods to reduce emissions, highlighting innovations in food transport that minimize environmental impact.",Support,"Director of Research, Teagasc The Agriculture and Food Development Authority, Semi State agency",Semi State agency
Deputy Pat Deering,The agriculture sector is crucial for rural sustainability and economic vitality.,Support,"Deputy (TD), Former Chair of the Joint Oireachtas Committee on Agriculture, Food and the Marine, Fine Gael, Carlow",Political Party
Deputy Pat Deering,The agriculture sector is crucial for rural sustainability and economic health.,Support,"Deputy (TD), Former Chair of the Joint Oireachtas Committee on Agriculture, Food and the Marine, Fine Gael, Carlow",Political Party
Deputy Pat Deering,The agriculture sector is crucial for rural sustainability and economic support.,Support,"Deputy (TD), Former Chair of the Joint Oireachtas Committee on Agriculture, Food and the Marine, Fine Gael, Carlow",Political Party
Mr. Michael Maloney,The speaker supports measuring and communicating carbon footprints to improve sustainability in farming.,Support,"Director of Quality Assurance and Origin Green, Bord Bia The Irish Food Board, Branding, Marketing and Distribution","Branding, Marketing and Distribution"
Mr. Michael Maloney,The speaker supports measuring and communicating carbon footprints for farmers to improve sustainability.,Support,"Director of Quality Assurance and Origin Green, Bord Bia The Irish Food Board, Branding, Marketing and Distribution","Branding, Marketing and Distribution"
