Speaker,Topic Thoughts,Sentiment,Labels,Category
Mr. Jack Nolan,"The speaker expresses concern about declining water quality in Ireland, particularly in relation to nitrates and the competitive advantage of derogation.",Oppose,"Senior Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Jack Nolan,"The speaker expresses concern about declining water quality in Ireland, which is linked to the nitrates issue and the competitive advantage of derogation.",Oppose,"Senior Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Deputy Brian Leddin,The speaker expresses concern about the correlation between intensive farming practices and the deterioration of water quality due to nitrates and phosphorous pollution.,Oppose,"Deputy and Spokesperson on Transport, and Climate, Energy, and Communications, Green Party, Limerick",Political Party
Deputy Brian Leddin,The speaker expresses concern about the correlation between derogation granted to farms and the deterioration of water quality due to nitrates and phosphorous pollution.,Oppose,"Deputy and Spokesperson on Transport, and Climate, Energy, and Communications, Green Party, Limerick",Political Party
Deputy Brian Leddin,The speaker expresses concern about the correlation between intensive farming and the deterioration of water quality due to nitrates and phosphorous pollution.,Oppose,"Deputy and Spokesperson on Transport, and Climate, Energy, and Communications, Green Party, Limerick",Political Party
Mr. Jack Nolan,The speaker acknowledges the increase in nitrogen loss and emphasizes the need for targeted measures to manage nitrates effectively.,Support,"Senior Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Deputy Brian Leddin,"The speaker expresses concern about the urgent need for collective action to improve water quality, questioning if current measures will be effective.",Neutral,"Deputy and Spokesperson on Transport, and Climate, Energy, and Communications, Green Party, Limerick",Political Party
Deputy Brian Leddin,The speaker expresses concern about the urgency of managing water quality and doubts about achieving necessary improvements within the given timeframe.,Oppose,"Deputy and Spokesperson on Transport, and Climate, Energy, and Communications, Green Party, Limerick",Political Party
Deputy Brian Leddin,The speaker expresses concern about the urgent need for collective action to improve water quality.,Support,"Deputy and Spokesperson on Transport, and Climate, Energy, and Communications, Green Party, Limerick",Political Party
Deputy Brian Leddin,The speaker expresses concern about the urgency of improving water quality and questions the effectiveness of current measures.,Oppose,"Deputy and Spokesperson on Transport, and Climate, Energy, and Communications, Green Party, Limerick",Political Party
Mr. David Flynn,"The speaker emphasizes the need for systems and measures to stop and reverse emissions trends, highlighting the importance of collective efforts and coherent cooperation.",Support,"Chairman, Dairygold Co Operative Society Limited, Processors",Processors
Mr. David Flynn,"The speaker acknowledges the need for measures to stop and reverse emissions trends, emphasizing collective action for environmental improvement.",Support,"Chairman, Dairygold Co Operative Society Limited, Processors",Processors
Mr. David Flynn,"The speaker acknowledges the need for measures to stop and reverse emissions trends, emphasizing collective action for effective implementation.",Support,"Chairman, Dairygold Co Operative Society Limited, Processors",Processors
Mr. David Flynn,A nitrates action programme is necessary regardless of the application for a derogation.,Support,"Chairman, Dairygold Co Operative Society Limited, Processors",Processors
Mr. Jack Nolan,The speaker indicates that they are considering nitrates in the context of the next nitrates action programme.,Neutral,"Senior Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Deputy Michael Fitzmaurice,The speaker expresses concern about the regulations surrounding fencing off watercourses and their impact on farmers in designated areas.,Oppose,"Deputy (TD), Independent, Roscommon",Political Party
Deputy Michael Fitzmaurice,The speaker questions the accuracy of claims regarding the distribution of fertiliser use among dairy farmers and other farmers in relation to water quality affected by nitrates.,Neutral,"Deputy (TD), Independent, Roscommon",Political Party
Mr. Jack Nolan,The speaker believes that implementing proposed measures will stabilize and improve water quality.,Support,"Senior Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Deputy Michael Fitzmaurice,The speaker questions the limitations on nitrates for farmers who lease their land to avoid single farm payment applications.,Neutral,"Deputy (TD), Independent, Roscommon",Political Party
Mr. David Flynn,"The speaker emphasizes the need to address pollution across all water bodies, highlighting equal obligations to manage issues from both urban and agricultural run-off.",Support,"Chairman, Dairygold Co Operative Society Limited, Processors",Processors
Mr. David Flynn,"The speaker emphasizes the obligation to address pollution in all water bodies, regardless of its source.",Support,"Chairman, Dairygold Co Operative Society Limited, Processors",Processors
Mr. Jack Nolan,The speaker believes that insufficient slurry storage leads to water problems and that slurry should be applied based on optimal conditions rather than a fixed calendar.,Support,"Senior Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Jack Nolan,The speaker believes that insufficient slurry storage leads to harmful practices that contribute to water problems.,Oppose,"Senior Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Jack Nolan,The speaker believes that insufficient slurry storage leads to harmful practices that negatively impact water quality.,Oppose,"Senior Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Jack Nolan,The speaker supports measures to improve water quality through better management practices and restrictions on runoff.,Support,"Senior Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Senator Tim Lombard,The speaker supports the 2019 measures regarding water quality and believes that trained farmers in derogation positively impact environmental practices.,Support,"Senator, Fine Gael, Cork",Political Party
Mr. Jack Nolan,The speaker advocates for nitrogen efficiency through the use of clover to reduce chemical nitrogen usage.,Support,"Senior Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Jack Nolan,The speaker acknowledges the nutrient value of nitrogen in slurry and emphasizes the importance of preventing nitrogen loss to water.,Support,"Senior Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Jack Nolan,The speaker acknowledges the nutrient value of nitrogen in slurry and emphasizes its importance in promoting grass growth while aiming to prevent nitrogen loss to water.,Support,"Senior Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Mr. Jack Nolan,The speaker acknowledges the nutrient value of nitrogen in slurry and emphasizes the importance of managing its application to prevent loss to water.,Support,"Senior Inspector, Department of Agriculture, Food and the Marine","Department of Agriculture, Food and the Marine"
Senator Tim Lombard,The speaker emphasizes the need for low-cost loan measures linked to the nitrates action programme to ensure sustainability for farmers.,Support,"Senator, Fine Gael, Cork",Political Party
